fid,COUNTRY,ISO_CC,CONTINENT,LAND_TYPE,LAND_RANK,COUNTRYAFF,ID,Continent_2,region,country_2,isoCode,sids,ots,name_descriptor,year_publication,scale_(EAA),oceanAccountComponent,OA_component,environmentalAssets,flowsToEconomy,oceanEconomy,flowsToEnvironment,governance,Compiling_SEEA_CF,Compiling_SEEA_EA,EcosystemExtent,EcosystemCondition,EcosystemServices,MonetaryAccounts,SatelliteAccount,OceanEconomyActivities,SectorSpecific,OESA,BlueEconomy,OceanTourismSatelliteAccount,Links,Links_2,Links_3,OA_components,OA_components_abb,OA_combination_reclass,OA_Count,OA_Count_disagg
409,New Zealand,NZL,Oceania,Primary land,5,New Zealand,125,Oceania,,New Zealand,NZL,FALSE,FALSE,NZ - Environmental-economic accounts,2020,National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.stats.govt.nz/information-releases/environmental-economic-accounts-2020-tables,,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
410,New Zealand,NZL,Oceania,Medium island,3,New Zealand,125,Oceania,,New Zealand,NZL,FALSE,FALSE,NZ - Environmental-economic accounts,2020,National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.stats.govt.nz/information-releases/environmental-economic-accounts-2020-tables,,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
411,New Zealand,NZL,Oceania,Small island,2,New Zealand,125,Oceania,,New Zealand,NZL,FALSE,FALSE,NZ - Environmental-economic accounts,2020,National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.stats.govt.nz/information-releases/environmental-economic-accounts-2020-tables,,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
412,New Zealand,NZL,Oceania,Very small island,1,New Zealand,125,Oceania,,New Zealand,NZL,FALSE,FALSE,NZ - Environmental-economic accounts,2020,National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,FALSE,https://www.stats.govt.nz/information-releases/environmental-economic-accounts-2020-tables,,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
413,Nicaragua,NIC,North America,Primary land,5,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
414,Nicaragua,NIC,North America,Small island,2,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
415,Nicaragua,NIC,North America,Very small island,1,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
416,Niger,NER,Africa,Primary land,5,Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
417,Nigeria,NGA,Africa,Medium island,3,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
418,Nigeria,NGA,Africa,Primary land,5,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
419,Nigeria,NGA,Africa,Very small island,1,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
420,Nigeria,NGA,Africa,Small island,2,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
421,Niue,NIU,Oceania,Small island,2,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
422,Norfolk Island,NFK,Oceania,Very small island,1,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
423,Norfolk Island,NFK,Oceania,Small island,2,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
424,North Korea,PRK,Asia,Very small island,1,"Korea, Democratic People's Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
425,North Korea,PRK,Asia,Small island,2,"Korea, Democratic People's Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
426,North Korea,PRK,Asia,Primary land,5,"Korea, Democratic People's Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
427,North Macedonia,MKD,Europe,Primary land,5,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
428,Northern Mariana Islands,MNP,Oceania,Small island,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
429,Northern Mariana Islands,MNP,Oceania,Primary land,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
430,Northern Mariana Islands,MNP,Oceania,Very small island,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
431,Norway,NOR,Europe,Primary land,5,Norway,101,Europe,,Norway,NOR,FALSE,FALSE,"MARine Ecosystem Accounting (MAREA) for integrated coastal planning in the Oslofjord,Norway- Ocean satellite account","ongoing,2022","Local,National","Environmental-Economic,Ocean economic activity","Environmental assets and flows to economy,Ocean economy",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"yes,",TRUE,"Yes,","Yes,",FALSE,TRUE,TRUE,FALSE,",Ocean economy",,FALSE,"https://maiaportal.eu/factsheets,first Norwegian ocean satellite accounts","https://marea-oslofjord.no/,",,EnvironmentalAssets + FlowsToEconomy + OceanEconomy,EA + FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,3
432,Norway,NOR,Europe,Small island,2,Norway,101,Europe,,Norway,NOR,FALSE,FALSE,"MARine Ecosystem Accounting (MAREA) for integrated coastal planning in the Oslofjord,Norway- Ocean satellite account","ongoing,2022","Local,National","Environmental-Economic,Ocean economic activity","Environmental assets and flows to economy,Ocean economy",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"yes,",TRUE,"Yes,","Yes,",FALSE,TRUE,TRUE,FALSE,",Ocean economy",,FALSE,"https://maiaportal.eu/factsheets,first Norwegian ocean satellite accounts","https://marea-oslofjord.no/,",,EnvironmentalAssets + FlowsToEconomy + OceanEconomy,EA + FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,3
433,Norway,NOR,Europe,Medium island,3,Norway,101,Europe,,Norway,NOR,FALSE,FALSE,"MARine Ecosystem Accounting (MAREA) for integrated coastal planning in the Oslofjord,Norway- Ocean satellite account","ongoing,2022","Local,National","Environmental-Economic,Ocean economic activity","Environmental assets and flows to economy,Ocean economy",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"yes,",TRUE,"Yes,","Yes,",FALSE,TRUE,TRUE,FALSE,",Ocean economy",,FALSE,"https://maiaportal.eu/factsheets,first Norwegian ocean satellite accounts","https://marea-oslofjord.no/,",,EnvironmentalAssets + FlowsToEconomy + OceanEconomy,EA + FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,3
434,Norway,NOR,Europe,Very small island,1,Norway,101,Europe,,Norway,NOR,FALSE,FALSE,"MARine Ecosystem Accounting (MAREA) for integrated coastal planning in the Oslofjord,Norway- Ocean satellite account","ongoing,2022","Local,National","Environmental-Economic,Ocean economic activity","Environmental assets and flows to economy,Ocean economy",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"yes,",TRUE,"Yes,","Yes,",FALSE,TRUE,TRUE,FALSE,",Ocean economy",,FALSE,"https://maiaportal.eu/factsheets,first Norwegian ocean satellite accounts","https://marea-oslofjord.no/,",,EnvironmentalAssets + FlowsToEconomy + OceanEconomy,EA + FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,3
435,Oman,OMN,Asia,Small island,2,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
436,Oman,OMN,Asia,Very small island,1,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
437,Oman,OMN,Asia,Medium island,3,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
438,Oman,OMN,Asia,Primary land,5,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
439,Pakistan,PAK,Asia,Primary land,5,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
440,Pakistan,PAK,Asia,Very small island,1,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
441,Pakistan,PAK,Asia,Small island,2,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
442,Palau,PLW,Oceania,Primary land,5,Palau,64,Oceania,,Palau,PLW,TRUE,FALSE,,,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
443,Palau,PLW,Oceania,Very small island,1,Palau,64,Oceania,,Palau,PLW,TRUE,FALSE,,,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
444,Palau,PLW,Oceania,Small island,2,Palau,64,Oceania,,Palau,PLW,TRUE,FALSE,,,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
445,Palestinian Territory,PSE,Asia,Primary land,5,"Palestine, State of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
446,Panama,PAN,North America,Small island,2,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
447,Panama,PAN,North America,Very small island,1,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
448,Panama,PAN,North America,Primary land,5,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
449,Papua New Guinea,PNG,Asia,Very small island,1,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
450,Papua New Guinea,PNG,Asia,Primary land,5,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
451,Papua New Guinea,PNG,Asia,Small island,2,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
452,Papua New Guinea,PNG,Asia,Medium island,3,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
453,Paraguay,PRY,South America,Primary land,5,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
454,Peru,PER,South America,Very small island,1,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
455,Peru,PER,South America,Primary land,5,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
456,Peru,PER,South America,Small island,2,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
457,Peter I Island,ATA,Antarctica,Small island,2,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
458,Philippines,PHL,Asia,Primary land,5,Philippines,38,Asia,,Philippines,PHL,FALSE,FALSE,Philippine Ocean Economy Satellite Accounts (POESA),2023,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,POESA,,FALSE,https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__2B__SA__POE/?tablelist=true,https://openstat.psa.gov.ph/database,,OceanEconomy,OEcon,Ocean Economy,1,1
459,Philippines,PHL,Asia,Medium island,3,Philippines,38,Asia,,Philippines,PHL,FALSE,FALSE,Philippine Ocean Economy Satellite Accounts (POESA),2023,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,POESA,,FALSE,https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__2B__SA__POE/?tablelist=true,https://openstat.psa.gov.ph/database,,OceanEconomy,OEcon,Ocean Economy,1,1
460,Philippines,PHL,Asia,Very small island,1,Philippines,38,Asia,,Philippines,PHL,FALSE,FALSE,Philippine Ocean Economy Satellite Accounts (POESA),2023,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,POESA,,FALSE,https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__2B__SA__POE/?tablelist=true,https://openstat.psa.gov.ph/database,,OceanEconomy,OEcon,Ocean Economy,1,1
461,Philippines,PHL,Asia,Small island,2,Philippines,38,Asia,,Philippines,PHL,FALSE,FALSE,Philippine Ocean Economy Satellite Accounts (POESA),2023,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,POESA,,FALSE,https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__2B__SA__POE/?tablelist=true,https://openstat.psa.gov.ph/database,,OceanEconomy,OEcon,Ocean Economy,1,1
462,Pitcairn,PCN,Oceania,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
463,Pitcairn,PCN,Oceania,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
464,Poland,POL,Europe,Primary land,5,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
465,Poland,POL,Europe,Very small island,1,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
466,Poland,POL,Europe,Small island,2,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
467,Portugal,PRT,Europe,Very small island,1,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
468,Portugal,PRT,Europe,Small island,2,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
469,Portugal,PRT,Europe,Primary land,5,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
470,Puerto Rico,PRI,North America,Primary land,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
471,Puerto Rico,PRI,North America,Very small island,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
472,Puerto Rico,PRI,North America,Small island,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
473,Qatar,QAT,Asia,Small island,2,Qatar,43,Asia,,Qatar,QAT,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.npc.qa/ar/pages/default.aspx,,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
474,Qatar,QAT,Asia,Very small island,1,Qatar,43,Asia,,Qatar,QAT,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.npc.qa/ar/pages/default.aspx,,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
475,Qatar,QAT,Asia,Primary land,5,Qatar,43,Asia,,Qatar,QAT,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.npc.qa/ar/pages/default.aspx,,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
476,Réunion,REU,Africa,Medium island,3,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
477,Romania,ROU,Europe,Very small island,1,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
478,Romania,ROU,Europe,Small island,2,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
479,Romania,ROU,Europe,Primary land,5,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
480,Russian Federation,RUS,Asia,Small island,2,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
481,Russian Federation,RUS,Europe,Primary land,5,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
482,Russian Federation,RUS,Asia,Very small island,1,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
483,Russian Federation,RUS,Asia,Medium island,3,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
484,Russian Federation,RUS,Asia,Very small island,1,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
485,Russian Federation,RUS,Asia,Primary land,5,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
486,Russian Federation,RUS,Asia,Small island,2,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
487,Russian Federation,RUS,Asia,Large island,4,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
488,Rwanda,RWA,Africa,Primary land,5,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
489,Saba,BES,North America,Small island,2,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
490,Saint Barthelemy,BLM,North America,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
491,Saint Barthelemy,BLM,North America,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
492,Saint Eustatius,BES,North America,Small island,2,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
493,Saint Helena,SHN,Africa,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
494,Saint Helena,SHN,Africa,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
495,Saint Kitts and Nevis,KNA,North America,Small island,2,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
496,Saint Kitts and Nevis,KNA,North America,Very small island,1,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
497,Saint Lucia,LCA,North America,Very small island,1,Saint Lucia,28,America,Caribbean,Saint Lucia,LCA,TRUE,FALSE,"Blue economy satellite accounts a comparative analysis of the blue economy in Seychelles, Saint Lucia and the Bahamas",2020,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://www.uneca.org/sites/default/files/SROs/BESA%20Draft%20Working%20Paper.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
498,Saint Lucia,LCA,North America,Primary land,5,Saint Lucia,28,America,Caribbean,Saint Lucia,LCA,TRUE,FALSE,"Blue economy satellite accounts a comparative analysis of the blue economy in Seychelles, Saint Lucia and the Bahamas",2020,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://www.uneca.org/sites/default/files/SROs/BESA%20Draft%20Working%20Paper.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
499,Saint Martin,MAF,North America,Primary land,5,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
500,Saint Martin,MAF,North America,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
501,Saint Martin,MAF,North America,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
502,Saint Pierre and Miquelon,SPM,North America,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
503,Saint Pierre and Miquelon,SPM,North America,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
504,Saint Vincent and the Grenadines,VCT,North America,Very small island,1,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
505,Saint Vincent and the Grenadines,VCT,North America,Primary land,5,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
506,Saint Vincent and the Grenadines,VCT,North America,Small island,2,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
507,Samoa,WSM,Oceania,Primary land,5,Samoa,65,Oceania,,Samoa,WSM,TRUE,FALSE,Ocean waste accounting pilot for Samoa,2021,National,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://eea.environment.gov.au/accounts/ocean-accounts/samoa,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Samoa.pdf,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
508,Samoa,WSM,Oceania,Small island,2,Samoa,65,Oceania,,Samoa,WSM,TRUE,FALSE,Ocean waste accounting pilot for Samoa,2021,National,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://eea.environment.gov.au/accounts/ocean-accounts/samoa,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Samoa.pdf,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
509,Samoa,WSM,Oceania,Very small island,1,Samoa,65,Oceania,,Samoa,WSM,TRUE,FALSE,Ocean waste accounting pilot for Samoa,2021,National,Environmental-Economic and Ocean economic activity,Ocean economy and flows to environment,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,,,TRUE,https://eea.environment.gov.au/accounts/ocean-accounts/samoa,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Samoa.pdf,,OceanEconomy + FlowsToEnvironment,OEcon + FEnv,"Environmental-Economic, Ocean Economy",2,2
510,San Marino,SMR,Europe,Primary land,5,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
511,Sao Tome and Principe,STP,Africa,Primary land,5,São Tomé and Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
512,Sao Tome and Principe,STP,Africa,Very small island,1,São Tomé and Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
513,Sao Tome and Principe,STP,Africa,Small island,2,São Tomé and Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
514,Saudi Arabia,SAU,Asia,Small island,2,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
515,Saudi Arabia,SAU,Asia,Primary land,5,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
516,Saudi Arabia,SAU,Asia,Very small island,1,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
517,Senegal,SEN,Africa,Primary land,5,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
518,Senegal,SEN,Africa,Small island,2,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
519,Senegal,SEN,Africa,Very small island,1,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
520,Serbia,SRB,Europe,Primary land,5,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
521,Seychelles,SYC,Africa,Primary land,5,Seychelles,10,Africa,,Seychelles,SYC,TRUE,FALSE,"Blue economy satellite accounts a comparative analysis of the blue economy in Seychelles, Saint Lucia and the Bahamas",2020,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://www.uneca.org/sites/default/files/SROs/BESA%20Draft%20Working%20Paper.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
522,Seychelles,SYC,Africa,Small island,2,Seychelles,10,Africa,,Seychelles,SYC,TRUE,FALSE,"Blue economy satellite accounts a comparative analysis of the blue economy in Seychelles, Saint Lucia and the Bahamas",2020,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://www.uneca.org/sites/default/files/SROs/BESA%20Draft%20Working%20Paper.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
